"filename", "language", "YAML", "Properties", "Markdown", "Python", "TypeScript", "JSON with Comments", "Shell Script", "Docker", "pip requirements", "JSON", "JavaScript", "XML", "TypeScript JSX", "CSS", "MS SQL", "comment", "blank", "total"
"/Users/ebelthomasseiko/ClippedAI/frontend/src/components/ui/select.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 172, 0, 0, 0, 14, 186
"/Users/ebelthomasseiko/ClippedAI/frontend/src/components/ui/separator.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 5, 29
"/Users/ebelthomasseiko/ClippedAI/frontend/src/components/ui/sheet.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 0, 0, 0, 14, 144
"/Users/ebelthomasseiko/ClippedAI/frontend/src/components/ui/skeleton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 3, 14
"/Users/ebelthomasseiko/ClippedAI/frontend/src/components/ui/slider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 5, 29
"/Users/ebelthomasseiko/ClippedAI/frontend/src/components/ui/sonner.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 5, 26
"/Users/ebelthomasseiko/ClippedAI/frontend/src/components/ui/switch.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 5, 32
"/Users/ebelthomasseiko/ClippedAI/frontend/src/components/ui/table.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 12, 117
"/Users/ebelthomasseiko/ClippedAI/frontend/src/components/ui/tabs.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 8, 67
"/Users/ebelthomasseiko/ClippedAI/frontend/src/components/ui/textarea.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 4, 19
"/Users/ebelthomasseiko/ClippedAI/frontend/src/components/ui/tooltip.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 8, 58
"/Users/ebelthomasseiko/ClippedAI/frontend/src/env.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 3, 4, 56
"/Users/ebelthomasseiko/ClippedAI/frontend/src/lib/api-error.ts", "TypeScript", 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13, 69
"/Users/ebelthomasseiko/ClippedAI/frontend/src/lib/app-flags.ts", "TypeScript", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/Users/ebelthomasseiko/ClippedAI/frontend/src/lib/auth-client.ts", "TypeScript", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16
"/Users/ebelthomasseiko/ClippedAI/frontend/src/lib/auth.ts", "TypeScript", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10
"/Users/ebelthomasseiko/ClippedAI/frontend/src/lib/constants.ts", "TypeScript", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 15
"/Users/ebelthomasseiko/ClippedAI/frontend/src/lib/datafast.ts", "TypeScript", 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 106
"/Users/ebelthomasseiko/ClippedAI/frontend/src/lib/landing/constants.ts", "TypeScript", 0, 0, 0, 0, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 126
"/Users/ebelthomasseiko/ClippedAI/frontend/src/lib/monetization.ts", "TypeScript", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"/Users/ebelthomasseiko/ClippedAI/frontend/src/lib/require-admin.ts", "TypeScript", 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 36
"/Users/ebelthomasseiko/ClippedAI/frontend/src/lib/utils.ts", "TypeScript", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"/Users/ebelthomasseiko/ClippedAI/frontend/src/schemas/auth.ts", "TypeScript", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15
"/Users/ebelthomasseiko/ClippedAI/frontend/src/server/auth/config.ts", "TypeScript", 0, 0, 0, 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 13, 121
"/Users/ebelthomasseiko/ClippedAI/frontend/src/server/auth/index.ts", "TypeScript", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 11
"/Users/ebelthomasseiko/ClippedAI/frontend/src/server/db.ts", "TypeScript", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 18
"/Users/ebelthomasseiko/ClippedAI/frontend/src/server/s3.ts", "TypeScript", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 27
"/Users/ebelthomasseiko/ClippedAI/frontend/src/styles/globals.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 265, 0, 0, 25, 290
"/Users/ebelthomasseiko/ClippedAI/frontend/tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 45
"/Users/ebelthomasseiko/ClippedAI/nginx/clippedai.conf", "Properties", 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 14, 97
"/Users/ebelthomasseiko/ClippedAI/nginx/conf.d/rate-limits.conf", "Properties", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 9
"/Users/ebelthomasseiko/ClippedAI/scripts/oci-free-hunter.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 212, 0, 0, 0, 0, 0, 0, 0, 0, 30, 40, 282
"/Users/ebelthomasseiko/ClippedAI/scripts/sync-clips-from-s3.ts", "TypeScript", 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 15, 98
"/Users/ebelthomasseiko/ClippedAI/scripts/tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"Total", "-", 179, 71, 312, 1318, 1634, 50, 655, 33, 13, 11045, 173, 5, 8698, 265, 170, 598, 1984, 27203
